id,title,company,location,url,summary,requirements,salary,date_posted,scraped_date,applied,applied_date,match_score,source
20,Senior Software Engineer​/Web​/Blockchain,Toparo,"Plum, Pennsylvania",https://www.learn4good.com/jobs/plum/pennsylvania/software_development/4193286260/e/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Position: Senior Software Engineer (Web3/Blockchain)

Are you looking for an exciting opportunity to work with groundbreaking well-known Web3, Blockchain and Fortune 100 organizations?

Our client in Toronto is looking for a skilled Software Engineer to join their well-funded venture (USD $8.5M raised), focused on tackling unique treasury, accounting, and asset management challenges. They have processed over $100B in transactions in the last year!

About the Role:

As a Software Engineer, you...","Position: Senior Software Engineer (Web3/Blockchain)

Are you looking for an exciting opportunity to work with groundbreaking well-known Web3, Blockchain and Fortune 100 organizations?

Our client in Toronto is looking for a skilled Software Engineer to join their well-funded venture (USD $8.5M raised), focused on tackling unique treasury, accounting, and asset management challenges. They have processed over $100B in transactions in the last year!

About the Role:

As a Software Engineer, you will be at the forefront of innovation, collaborating with a dynamic team to shape the product vision and create cutting-edge web applications.

We are seeking individuals with an entrepreneurial spirit, genuine enthusiasm for Web3 and Blockchain, and a passion for mastering web technologies and techniques. Your expertise will play a vital role in solving complex problems and driving the evolution of their products.

Responsibilities:
• Design, develop, and maintain robust and scalable web applications, handling both frontend and backend components.
• Write clean, efficient, and maintainable code while adhering to coding standards and best practices.
• Collaborate closely with cross-functional teams to design and implement new features, optimizing applications for maximum performance and usability.
• Contribute to architectural decisions and participate in code reviews to ensure high code quality and maintainability.
• Implement and integrate APIs, databases, and third-party services to support application functionalities.
• Work with modern frontend frameworks and backend technologies to build intuitive user interfaces and scalable server-side functionalities.
• Proactively identify opportunities for enhancements and optimizations, contributing ideas to improve application performance and user experience.
• Exhibit strong problem-solving skills and system-thinking capabilities to work with large production datasets.
• Embrace ambiguity and thrive in an ever-changing environment.

Additional Desired Experience (""Nice to Haves""):
• Familiarity and interest in accounting & financial systems, Fin Tech products, and ledgers.
• Knowledge of blockchain concepts, giving you a competitive edge in tackling blockchain-related challenges.
• A Bachelor's Degree in Computer Science or a related field or equivalent experience demonstrating your commitment to continuous learning and growth.
• Excellent SQL skills and deep understanding of JavaScript/Type Script or Go.
• Passion for writing tests.

Perks and Benefits:
• Flexibility in work arrangements, including remote opportunities.
• Competitive salary and attractive equity options to share in the venture's success.
• FTE positions and ample growth opportunities empower you to write your ticket and take on exciting responsibilities.
• Exposure to cutting-edge technologies.
• Work alongside a world-class team of established Entrepreneurs & Technologists from Palantir, Paypal, Amazon, Meta, Unity, and VMWare.

TL;

DR:
• Exciting opportunity for a Software Engineer in Toronto to join a well-funded venture tackling Web3, Blockchain, and treasury challenges.
• Role involves designing, developing, and maintaining innovative web applications.
• Seeking candidates with entrepreneurial spirit, Web3/Blockchain enthusiasm, and expertise in web technologies.
• Responsibilities include collaboration with cross-functional teams, code optimization, API integration, and problem-solving.
• Desired experience includes financial systems knowledge, blockchain concepts, and a degree in Computer Science.
• Perks include flexibility, competitive salary, equity options, exposure to cutting-edge tech, and collaboration with a world-class team.
#J-18808-Ljbffr",Salary not specified,2025-04-30T00:00:00.000Z,2025-05-31 19:16:07.554822,False,,66.33194,jsearch_api
19,WebEngineer,Boston Quantara,"New York, New York",https://www.learn4good.com/jobs/new-york/info_technology/4258201182/e/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Position: Web3 Engineer
Location: New York

Location: New York City preferred (Remote)

Are you ready to build the next generation of decentralized applications? We’re seeking a talented Web3 Engineer to design, develop, and deploy smart contract-based solutions in a fast-growing blockchain-focused startup.

Key Responsibilities:
• Architect, develop, and optimize Web3 features
• Build out the product, ready to take to market.
• Build and maintain scalable, secure, and efficient decentralized...","Position: Web3 Engineer
Location: New York

Location: New York City preferred (Remote)

Are you ready to build the next generation of decentralized applications? We’re seeking a talented Web3 Engineer to design, develop, and deploy smart contract-based solutions in a fast-growing blockchain-focused startup.

Key Responsibilities:
• Architect, develop, and optimize Web3 features
• Build out the product, ready to take to market.
• Build and maintain scalable, secure, and efficient decentralized applications.

Requirements:
• 3–6 years of software engineering experience with at least 2 years in Web3 development.
• Familiarity with Web
3.js, Ethers.js, or other blockchain development libraries.
• Prior experience in a Series A/B/C startup is a plus.

What’s Offered:
• Opportunity to work on cutting-edge Web3 innovations with a world-class team.

If you’re passionate about decentralized technology and want to shape the future of blockchain, apply today!

Seniority level: Mid-Senior level

Employment type: Full-time

Job function: Information Technology

Industries: Software Development
#J-18808-Ljbffr",Salary not specified,2025-05-22T00:00:00.000Z,2025-05-31 19:16:07.547813,False,,57.43796,jsearch_api
18,M0 Labs - Solana Smart Contract Engineer,deCircle,"New York, New York",https://www.learn4good.com/jobs/new-york/software_development/4192499599/e/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Location: New York
M0 Labs - Solana Smart Contract Engineer
• Remote
• New York, New York, United States

Self-driven and highly skilled Solana smart contract engineer with a strong sense of ownership and initiative. Computer science background and/or passion for solving algorithmic challenges. Deep expertise in Web3 applications and infrastructure. Comfortable with deadlines and experienced in handling cross-functional communications in a remote-first organization.

Key Responsibilities
• Ar...","Location: New York
M0 Labs - Solana Smart Contract Engineer
• Remote
• New York, New York, United States

Self-driven and highly skilled Solana smart contract engineer with a strong sense of ownership and initiative. Computer science background and/or passion for solving algorithmic challenges. Deep expertise in Web3 applications and infrastructure. Comfortable with deadlines and experienced in handling cross-functional communications in a remote-first organization.

Key Responsibilities
• Architect and develop smart contracts in Rust for Solana ecosystem;
• Maintain and improve M^0 existing products;
• Participate in code and design reviews;
• Prepare code for the audits.Job Requirements
• 5+ years of experience in software engineering;
• 2+ years of programming experience in Rust;
• Proven track record of deploying and maintaining production-ready complex Solana projects;
• Solana Web3 native, deep knowledge of the existing Solana DeFi ecosystem;
• Familiarity with bridging, cross-chain messaging protocols;
• Basic familiarity with Solidity and EVM development.Nice to Have
• Familiarity with Move-based blockchains;
• Previous experience working for high growing DeFi protocol;

Global Team and Flexibility: Join a truly global team with the flexibility to work remotely or from one of our hubs in NYC and Berlin.

Exposure to Industry Leaders: Gain unparalleled exposure to some of the most recognizable minds in crypto, digital money, and governance design, both within M^0 and among our esteemed investors.

Health and Wellness: Enjoy a wellbeing allowance or gym membership to support your physical and mental health, along with comprehensive healthcare and insurance coverage.

Customizable IT Setup: Tailor your workspace with access to top-notch IT equipment to ensure you have everything you need to excel.

Professional Development: Benefit from an annual development budget to enhance your skills and grow professionally. This includes opportunities to participate in conferences and on-site company events worldwide.
#J-18808-Ljbffr",Salary not specified,2025-04-30T00:00:00.000Z,2025-05-31 19:16:07.540710,False,,,jsearch_api
17,"Software Engineer, Blockchain ​/ Web3, AI Engineer",Bitwise,"New York, New York",https://www.learn4good.com/jobs/new-york/info_technology/3915715196/e/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Location: New York

It’s rare that a new asset class is born. Nevertheless, we’re witnessing exactly that with the rise of crypto. Over just the last few years, crypto has evolved from an embryonic $50B market to a growing $3T+ juggernaut. At Bitwise, we believe that crypto has reached a turning point, and is headed north of $10T over the next few years.

This is an exciting moment for Bitwise as a firm. For seven years, we have established a track record of excellence managing a broad suite ...","Location: New York

It’s rare that a new asset class is born. Nevertheless, we’re witnessing exactly that with the rise of crypto. Over just the last few years, crypto has evolved from an embryonic $50B market to a growing $3T+ juggernaut. At Bitwise, we believe that crypto has reached a turning point, and is headed north of $10T over the next few years.

This is an exciting moment for Bitwise as a firm. For seven years, we have established a track record of excellence managing a broad suite of index and active solutions across ETFs, separately managed accounts, private funds, staking solutions, and hedge fund strategies. This year, we crossed $12B in client assets and are growing quickly. Thousands of financial advisors, family offices, and institutional investors partner with Bitwise to understand and access the opportunities in crypto.

We are known for providing unparalleled client support through expert research and commentary, a nationwide client team of crypto specialists, and deep access to the crypto ecosystem.

Currently, Bitwise is a close-knit team of 90+ professionals. Think of us as a mix of an asset manager and a tech start-up. We’re backed by some of the most accomplished investors in venture capital and veterans of the financial services world. We love working together, we love what we do, and we’re excited about what’s ahead.

We’re looking for an exceptional individual to join the engineering team to help Bitwise scale and our clients succeed. As Bitwise’s next software engineer, you'll be able to have a major impact from day one, within our small, yet quickly growing business. The products and systems you build will touch all parts of the organization and will give you the opportunity to understand our business deeply, which is rare.

You need not worry about bureaucracy at Bitwise — we pride ourselves on moving fast and being nimble. We’re a tight-knit, multi-disciplinary team and you’ll be on the ground floor of what we’re building.
What You Will Do
• You’ll build products from the ground up — from data infrastructure to backend APIs. You will be able to manage your own work by deciding what needs to be built, communicating with stakeholders directly, and managing your own time. You will be given the autonomy to get work done efficiently without unnecessary bureaucracy.
• As a member of a small team, you will contribute meaningfully to building our engineering organization. This includes playing an important role in making technical decisions, defining Bitwise’s engineering standards, and determining best practices. We are not set in our ways and are always willing to explore new technologies and tools.
• You will have the opportunity to experience rapid growth and work on the highest impact initiatives within the company. In the process, you will shape product and engineering strategy at the company.
• You will have the opportunity to spend time learning about crypto and building expertise in a nascent, rapidly changing, and growing industry.
• You will wear many hats, contribute to many projects, and adapt to the needs of a growing organization.
Who You Are
• The idea of being early on a small team where things change rapidly and everyone pitches in excites you.
• Your style is like ours: high energy, positive, caring, deliberate, self-aware, curious, and open-minded, inclined to take ownership to get the best outcome but happy to transfer or share ownership with others. You’re proactive in pursuing what you want, you take pride in your ability to communicate and connect with others, and you’re always looking to improve.
• You’re an analytical thinker. You love detail, but also don’t let preparation get in the way of action.
• You are a great communicator, in writing and conversation, and can convey details with clarity and coherence.
• You care about relationships, both within the team and with external partners. You want to understand others, to help others understand you, to enjoy interactions, to form career-long partnerships, and to be “best-in-class.”
• Our sites and web servers are built with React and Node. Research-related analytical scripts are written in Python. Data pipelines leverage dbt and Snowflake. Databases…",Salary not specified,,2025-05-31 19:16:07.533579,False,,63.75886,jsearch_api
16,"Product Lead, On-Ramp, US",Mercuryo,"Remote (New York, New York)","https://www.ziprecruiter.com/c/Mercuryo/Job/Product-Lead,-On-Ramp,-US/-in-New-York,NY?jid=fa275d684e71eda9&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","Salary:

Hi! WereMercuryo, and were on a mission to redefine finance by blending the best of traditional banking with the innovations of decentralized finance (DeFi). We believe that everyone should have easy access to Web3 and traditional financial services and were making that happen by building a robust platform that simplifies dealing with crypto and seamlessly integrates it into the broader financial ecosystem.

Since we launched in 2018, weve teamed up with Web3 top projects such as Met...","Salary:

Hi! WereMercuryo, and were on a mission to redefine finance by blending the best of traditional banking with the innovations of decentralized finance (DeFi). We believe that everyone should have easy access to Web3 and traditional financial services and were making that happen by building a robust platform that simplifies dealing with crypto and seamlessly integrates it into the broader financial ecosystem.

Since we launched in 2018, weve teamed up with Web3 top projects such as MetaMask, Trust Wallet, Ledger, Jupiter, 1inch, and PancakeSwap and 200+ others to power over 200 dynamic products. Our work also brings us into direct collaboration with major ecosystems such as Solana Labs, Consensys, and BNB Chain. Were just getting started, and we want you to help us shape the future of money!

Why Mercuryo?

Industry Impact
Join us in helping world-class Web3 projects onboard millions of new users into the next generation of finance.

Innovative Environment
Collaborate with more than 200 talented professionals from diverse backgrounds including banking, SaaS, and Web3 all united in delivering outstanding user experiences.

Growth and Learning
Our expanding network of 200+ B2B partnerships and a user base of over 7 million means theres always room to grow your skills, tackle new challenges, and push boundaries.

Flexible Culture
Were remote-first, celebrating diversity across 30 countries. At Mercuryo, youll be empowered to take ownership of your work, spark creativity, and shape how we move forward together.

Our Product Culture

Our product teams are empowered to tackle challenging problems both customer-related and business-oriented in ways that delight our customers and benefit our business. We equip these teams with the necessary skills to devise solutions that are valuable, viable, usable, and feasible. While the product designer ensures usability, and the engineers ensure feasibility, the product manager is responsible for ensuring the solution is both valuable and viable. This includes understanding business constraints from compliance, legal, sales, finance, and privacy standpoints, and having comprehensive knowledge of our users and partners, market trends, and competitive disadvantages.

At Mercuryo, the Product Lead is like a mini CEO. Instead of direct day-to-day communication with developers, they focus on guiding the team with a clear product strategy and vision, empowering them to build the product. As effective communicators, our product managers also assess the potential value of their contributions in order to prioritise all initiatives across the teams.

About the Role:

As the Product Lead for the On-Ramp product, your primary responsibility will be to balance a revenue-effective business model with US compliance. You will play a vital role in organizing an optimal setup, which includes reliable payment providers and tier-1 customers, and applying growth models tested in the EU. Your accountability lies in ensuring the product-market fit and generating and executing growth initiatives. This includes the responsibility to collaborate with others to achieve necessary results.

Your Role:
• Deeply understand the ways that customers structure their business, model their users, and run their workflows.
• Define the product strategy and roadmap for the product.
• Work on pricing and monetization models with the sales team.
• Lead the communication with our 3rd-party providers along with the bizdev team in the initial stage.
• Explore new ways to ensure compliance while making the UI as seamless as possible.

What Were Looking For:
• A minimum of 7 years of experience working on tech products as a Product Manager, using sound judgment to assess risks and present well-structured, data-informed arguments.
• Profound experience in on-ramping and a clear vision of the finance and crypto industries.
• Strong technical and analytical skills in order to assess market trends, product performance, and user behavior.
• A passion for delivering excellent customer experiences.
High-speed learning skills and a deep curiosity in crypto and finance.
Good experience in risk management and compliance.
• Leadership qualities to influence teams with data and logic, along with an adaptable mindset as an individual contributor to changing priorities and diverse teams and markets.
• You strongly believe that while problems are inevitable, they are also solvable.

What We Offer:
• Competitive market rate salary and performance-based incentives.
• 22 days annual leave with an additional 6 company days, plus bank holidays.
• Comprehensive health insurance plans.
• Extensive benefits program.
• Flexible work schedule and remote work options.
• Modern offices and co-working spaces across 6 countries.
• Working equipment.
• Professional development and training opportunities.
• Opportunity to shape the initiatives youre working on.
• Diverse and friendly team.
• We are open-minded to new ideas.

Join Us!

If you're driven to be a part of the Web3 forefront and are keen to leave your mark on this rapidly evolving field, Mercuryo is an excellent choice. Discover our open positions and see how you can contribute to shaping the future!

remote work",Salary not specified,,2025-05-31 19:16:07.526343,False,,51.28671,jsearch_api
15,Launchpad and Crypto Investor Expert​/Disruptive Fullstack Web Platform,Recooty,"New York, New York",https://www.learn4good.com/jobs/new-york/info_technology/4237895600/e/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Position: Launchpad and Crypto Investor Expert (Disruptive Fullstack Web 3 Platform)
Location: New York

PART-TIME CO-FOUNDER

Join Our Visionary Team

We are excited to offer a unique opportunity to join us as an equity co-founder at Launch Legends, a pioneering venture that merges Web3 blockchain technology with the burgeoning creator industry. This role places you at the heart of the convergence between Web3 and the creator economy through our innovative Autheo Layer-1 blockchain platform ...","Position: Launchpad and Crypto Investor Expert (Disruptive Fullstack Web 3 Platform)
Location: New York

PART-TIME CO-FOUNDER

Join Our Visionary Team

We are excited to offer a unique opportunity to join us as an equity co-founder at Launch Legends, a pioneering venture that merges Web3 blockchain technology with the burgeoning creator industry. This role places you at the heart of the convergence between Web3 and the creator economy through our innovative Autheo Layer-1 blockchain platform with an integrated social platform and the first affinity network WFO (building on Autheo), an extreme sports creator network built on Autheo.

What We Offer

As a part-time co-founder, you will:
• Collaborate with a team of seasoned entrepreneurs who have successfully launched ventures nationally and internationally, raised capital exceeding $500 million, and spearheaded several high-revenue disruptive projects.
• Work alongside our global team of 75 experts to position Launch Legends as a leader in the creator network, with the potential to revolutionize the industry.
• Receive equity in Launch Legends (Autheo and WFO) and tokens (salary compensation after successful Public Token Sale, anticipated January 2024).

Project Equity:
• Autheo (Equity and Tokens):
• WFO Extreme Sports Network (Equity and Tokens):
• Launch Legends (Equity): launch legends.io

Future Compensation Plans

While this is initially an equity and token-only role, our comprehensive tokenomics plan includes compensation after the successful public token sale anticipated in January, where we plan to introduce salaries for both full-time and part-time positions.

About the Organization

Launch Legends has been under development for over 3.5 years. We are gearing up to launch:
• Autheo: Our Layer-1 blockchain with an integrated disruptive social platform for creators to own, expand, and monetize their networks.
• WFO: Extreme Sports Affinity Network 'Built on Autheo' to showcase the power of Autheo for affinity network ecosystem launch and growth.
• Autheo Blockchain Devnet (THEO token) went live November 11, 2024. Incentivized testnet, together with Node Sale and Mainnet Launch scheduled for December with Public Token Sale in late December or January.

These initiatives are set to transform the creator industry, projected to reach $500 billion by 2027, and the extreme sports market, an exciting sports sector with over 400 million active participants worldwide.

Position Title:
Launchpad and Crypto Investor Expert

Launch Legends is seeking a Launchpad and Crypto Investor Expert to lead the strategic planning, outreach, and relationship-building efforts to secure launchpad partnerships and attract additional crypto investors and venture capital firms for the Autheo Layer-1 blockchain. With the Developer Testnet launched on November 11 and the Incentivized Testnet scheduled for November 28, followed by the Airdrop and Node Sale in December and Public Token Sale and Mainnet in January, this role is critical to ensuring the success of our blockchain’s ecosystem growth.

The ideal candidate will have a proven track record of securing launchpad partnerships and attracting crypto investors, as well as extensive industry contacts across launchpads, venture capital firms, and the blockchain investment community.

As a Launchpad and Crypto Investor Expert, you will play a pivotal role in building momentum for Autheo’s ecosystem, driving funding opportunities, and securing long-term strategic partnerships.

Key Responsibilities

Launchpad Strategy and Outreach
• Identify and evaluate top-tier blockchain launchpads to host Autheo’s public token sale and related ecosystem initiatives.
• Develop a comprehensive strategy to secure partnerships with launchpads that align with Autheo’s mission and target audience.
• Negotiate and finalize agreements with launchpads, ensuring optimal terms and exposure for the token sale and ecosystem launch.
• Create compelling materials tailored for launchpad applications, including pitch decks, executive summaries, and marketing collateral.

Crypto Investor and Venture Capital Engagement
• Leverage an extensive network of blockchain-focused venture capitalists, crypto investors, and institutional backers to secure funding for Autheo.
• Build relationships with key investors, showcasing the…",Salary not specified,2025-05-12T00:00:00.000Z,2025-05-31 19:16:07.518982,False,,50.23718,jsearch_api
14,WebDeveloper​/3D & Blockchain Integrations,Rustsyndi,"Babylon, New York",https://www.learn4good.com/jobs/new-york/info_technology/3925431635/e/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Location: Village of Babylon
Web3 Developer (3D & Blockchain Integrations) at Company not public

Join a Web3 startup and help shape the future of 3D development in the web3 space! Are you a forward-thinking developer passionate about the intersection of cutting-edge 3D technology, web development, and the transformative power of Web3? We’re looking for a talented developer to join our team and help shape the future of decentralized, immersive experiences.

If you’re excited about building th...","Location: Village of Babylon
Web3 Developer (3D & Blockchain Integrations) at Company not public

Join a Web3 startup and help shape the future of 3D development in the web3 space! Are you a forward-thinking developer passionate about the intersection of cutting-edge 3D technology, web development, and the transformative power of Web3? We’re looking for a talented developer to join our team and help shape the future of decentralized, immersive experiences.

If you’re excited about building the next generation of blockchain-integrated 3D applications, this is the role for you!

70 000 USD / YEAR
What You’ll Do:
• Integrate blockchain technologies, includingEthereumandSolana, and work withsmart contracts.
• Enable blockchain integrations to empower users with true ownership of their digital assets and NFT's.
• Develop and optimize backend systems usingNode.jsorPython (Flask/Django)and manage data storage with databases likePostgreSQLorMongoDBto support NFT metadata and user interactions.
• Optimize code for high performance across platforms, includingdesktop, mobile, and VR, ensuring smooth and scalable experiences.
Requirements:
• Proficiency in 3D programming with Unity or Unreal Engine.
• A solid understanding of blockchain fundamentals, including smart contracts, NFTs, and wallet integrations.
• Experience with backend development and database management(Postgre

SQL, Mongo

DB) to support Web3 applications.
• A passion for performance optimization and creating seamless user experiences across devices.
• Experience with 3D libraries like Three.js or Babylon.js
• Experience with Rust and Solana
Apply:

Apply today by sending an email to (sol-web3 at rust dot careers) with a cover letter and your CV.
#J-18808-Ljbffr",Salary not specified,,2025-05-31 19:16:07.511604,False,,62.467113,jsearch_api
13,"Lead, IT​/Tech, Blockchain ​/ Web3",Ava Labs,"New York, New York",https://www.learn4good.com/jobs/new-york/info_technology/4263943382/e/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Position: Payments Lead
Location: New York
Applicant Privacy Notice Looking to join a world-class blockchain development team? Ava Labs makes it simple to deploy high-performance solutions for Web3, led by innovations on Avalanche. The company was founded by Cornell computer scientists, who partnered with Wall Street veterans and early Web3 leaders to execute a promising vision for redefining the way people build permissionless networks. Ava Labs is redefining the way people create value with...","Position: Payments Lead
Location: New York
Applicant Privacy Notice Looking to join a world-class blockchain development team? Ava Labs makes it simple to deploy high-performance solutions for Web3, led by innovations on Avalanche. The company was founded by Cornell computer scientists, who partnered with Wall Street veterans and early Web3 leaders to execute a promising vision for redefining the way people build permissionless networks. Ava Labs is redefining the way people create value with Web
3. Join us as we empower people to easily and freely digitize all the world's assets on one open, programmable blockchain platform.

Ava Labs is seeking a Payments Lead to drive real-world adoption of blockchain-based payments through the Avalanche network. This is a strategic, hands-on leadership role focused on launching and scaling meaningful applications and initiatives-including remittances, merchant settlement, and B2B transfers-through partnerships with PSPs, stablecoin issuers, Web3 wallets, fintechs, global institutions, and more.

You'll be responsible for shaping Avalanche's payments strategy, closing and executing high-impact integrations, and growing payment volume and ecosystem activity. Your work will help cement Avalanche's reputation as the Layer 1 platform of choice for scalable, low-cost, and composable payment infrastructure.

WHAT YOU WILL DOOwn the end-to-end payments strategy, identifying and prioritizing high-potential partners across traditional and crypto-native payments.

Lead strategic integrations with partners such as stablecoin issuers, wallets, PSPs, and fintech platforms-targeting at least 2-3 within the first 6 months.

Launch at least one live, production-grade payment use case (e.g., B2B transfers, cross-border remittances, or on-chain merchant settlement) within the first 12 months.

Scale payment flows and drive adoption, targeting measurable transaction volume and revenue impact.

Expand into new verticals including embedded finance, cross-border SMB payment networks, remittance capabilities, and more.

Collaborate cross-functionally with Product, Engineering, Blockchain Infrastructure teams to advise on and help shape Avalanche-native payment primitives.

Create a repeatable technical and commercial engagement model for partners-including integration playbooks and GTM support.

Position Avalanche in the global payments dialogue by engaging with industry forums, regulatory bodies, and thought leadership opportunities.

WHAT YOU WILL BRING7+ years in payments, fintech, or Web3 - preferably in roles spanning business development, partnerships, or product strategy.

Deep understanding of the payments stack: PSPs, stable coins, wallets, acquiring/issuing, on/off-ramps, compliance.

Proven success in launching integrations and scaling adoption in cross-functional environments.

Strong network in fintech, crypto, and traditional payments industries.

Excellent communicator with the ability to synthesize technical and commercial priorities.

Comfortable operating in a fast-paced, ambiguous environment with a high degree of ownership.

Bonus:

Experience with stable coins, embedded payments, cross-border remittances, or Web3 developer ecosystems.

Salary Range: $159,197 to $198,996(
• * This is not a guarantee of compensation or salary, a final offer amount may vary based on factors including but not limited to experience and geographic location.)#LI-Remote #LI-MM1

WHY AVA LABS?

If you've ever thought about joining an early stage Web3 company - this is it! We're a global, world-class team of experts in computer science, economics, finance, marketing, and law with offices in New York City and Miami. We're highly passionate about Web3 and redefining the way people build and use finance and decentralized applications of all kinds. The company received early-stage funding from Andreessen Horowitz, Initialized Capital, and Polychain Capital, with angel investments from Balaji Srinivasan and Naval Ravikant.

Join us and be a pioneer in a new technology that will have implications across a range of verticals such as finance, gaming, investing, collectibles, among many others.

Ava Labs is committed to diversity in the workplace and we're proud to be an Equal Opportunity Employer. We do not hire on basis of race, color, religion, creed, gender, national origin, citizenship, age, disability, veteran status, marital status, pregnancy, parental status, sex, gender expression or identity, sexual orientation, or any other basis protected by local, state or federal law. All employment is decided on the basis of qualifications, merit, and business need.","$159,197 - $198,996 per year",2025-05-26T00:00:00.000Z,2025-05-31 19:16:07.504531,False,,54.858692,jsearch_api
12,Golang Developer Web3 Experiance,Mavik Labs,"Dover, Delaware",https://www.linkedin.com/jobs/view/golang-developer-web3-experiance-at-mavik-labs-4162691450?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"About Mavik Labs

Mavik Labs is revolutionizing the intersection of education, gaming, and blockchain technology. We're building a cutting-edge Web3 application designed to serve millions of users, and we need a talented Senior Go Engineer to join our mission.

The Opportunity

As a Senior Go Engineer at Mavik Labs, you'll be at the forefront of developing a large-scale, high-performance backend system. This is your chance to shape the architecture of a platform poised to transform the Web3 l...","About Mavik Labs

Mavik Labs is revolutionizing the intersection of education, gaming, and blockchain technology. We're building a cutting-edge Web3 application designed to serve millions of users, and we need a talented Senior Go Engineer to join our mission.

The Opportunity

As a Senior Go Engineer at Mavik Labs, you'll be at the forefront of developing a large-scale, high-performance backend system. This is your chance to shape the architecture of a platform poised to transform the Web3 landscape.

Key Responsibilities
• Design and implement scalable microservices architecture.
• Optimize backend performance for high-volume transactions.
• Collaborate on blockchain integration and smart contract interactions.
• Ensure robust security measures for a decentralized ecosystem.
• Lead and mentor junior engineers in best practices.

Required Skills
• 5+ years of experience with Go, focusing on large-scale applications.
• Expertise in microservices architecture and distributed systems.
• Strong knowledge of database technologies (SQL and NoSQL).
• Experience with container orchestration (e.g., Kubernetes).
• Familiarity with blockchain technologies and Web3 concepts.
• Excellent problem-solving and communication skills.

Why Work With Us**
• Equity Stake: Significant ownership in a high-potential Web3 startup.
• Token Compensation: Allocation of our native tokens, aligning your success with the platform's growth.
• Innovative Challenge: Build a system capable of handling millions of users in the exciting Web3 space.
• Growth Potential: Be part of a project with $1B+ market cap potential.
• Innovative Platform: Work on cutting-edge technologies in Web3, blockchain, and AI, creating a unique learning and gaming ecosystem.
• Growth Potential: Be part of a project with massive user acquisition opportunities, backed by a marketing team with over 10+ million YouTube subscribers.
• Equity Stake: Receive significant equity in Mavik Labs, with the potential for a competitive future salary after securing funding.
• Collaborative Environment: Join a dynamic team passionate about transforming education and gaming through blockchain technology.
• Flexible Work: Enjoy remote work options and a flexible schedule, allowing you to work from anywhere.

If you're excited about shaping the future of decentralized education and gaming, we'd love to hear from you. Apply now and help us revolutionize the intersection of technology, education, and blockchain!",Salary not specified,,2025-05-31 19:16:07.496893,False,,55.693497,jsearch_api
11,Web3 Developer,Pop Social,"New York, New York",https://www.linkedin.com/jobs/view/web3-developer-at-pop-social-4200271707?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Job Responsibilities

This candidate will be responsible for developing secure smart contracts using Solidity. They must also be adept at integrating smart contracts to front-end through Ethers, Web3. In addition, this candidate must be capable of writing unit tests, debugging, and documentation. They are also expected to work with auditors to fix security issues and ensure that they see through a project from the stage of ideation to finishing the product.

Job Requirements

The candidate mu...","Job Responsibilities

This candidate will be responsible for developing secure smart contracts using Solidity. They must also be adept at integrating smart contracts to front-end through Ethers, Web3. In addition, this candidate must be capable of writing unit tests, debugging, and documentation. They are also expected to work with auditors to fix security issues and ensure that they see through a project from the stage of ideation to finishing the product.

Job Requirements

The candidate must have the following set of skills in order to apply for this position. It is important for the candidate to meet the following requirements, so both parties can proceed accordingly upon eligibility.
• 2-5 years of coding experience in Solidity
• 2-5 years of experience in React or React Native
• Expert level knowledge of developing smart contracts with Solidity
• Hands-on experience with React of React Native
• Well-versed with security concepts of smart contracts
• Developing and writing test cases on Hardhat
• Worked in DeFi or blockchain projects

If you meet the requirements stated above and believe that you can deliver on these responsibilities as our Web3 Developer, then please go ahead and click 'Apply Now'. You can send us your CV or resume and we will get back to you.",Salary not specified,,2025-05-31 19:16:07.487283,False,,,jsearch_api
